solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
ketone,CC(=O)CC(=O)C,ET30,1.0337653926502006,SdP,,SP,,pi_star,,SA,,alpha,,SB,,beta,,n,0.2599092522241295,delta,,N_mol_cm3,-0.011195835014068572,fn,0.28212841732803734
nitrile,C1=CC=C(C=C1)CC#N,SA,,N_mol_cm3,-0.23262218656748346,n,,fn,,SB,,ET30,0.13280298303841204,delta,,SP,,pi_star,1.5366088227776467,alpha,-0.5624739952482177,SdP,,beta,-0.09846815221612285
monohydric_alcohol,CCCC(C)O,beta,,N_mol_cm3,-0.1342104747659658,delta,,n,-0.4543631289032063,SdP,0.4388844014777874,pi_star,,SB,1.6679491738574068,alpha,,SA,0.339366639914561,fn,-0.34355433624093984,SP,-0.6589613352231467,ET30,0.6595194686576112
halohydrocarbon,C1=CC=C(C=C1)C(F)(F)F,SP,-0.3446985898347746,ET30,-0.4493573431722826,alpha,,N_mol_cm3,-0.3515363383276509,fn,-0.20421367985699923,SB,-1.169983678797745,n,-0.2972555983604584,beta,,SA,-0.5258796940566359,pi_star,,SdP,0.4329918618757423,delta,-0.7922640314411449
alkane,CCCCCCCCC,n,-0.4592221246931876,N_mol_cm3,-0.8681978252856193,ET30,-1.488929354262808,SdP,-1.5203850162022057,delta,-1.06131658704042,alpha,,SB,-1.2373130465950202,fn,-0.34787497674896883,pi_star,,SA,-0.5896346870860926,SP,-0.7404368618053176,beta,
monohydric_alcohol,C1CCC(C1)O,SA,0.5852787558853223,beta,,ET30,0.7288242693969795,pi_star,,SP,0.19071201341949132,SdP,0.4624545598859678,n,0.3036402143339651,alpha,,delta,,SB,1.3986317026683057,N_mol_cm3,0.24303442047318566,fn,0.319663981741541
ketone,CCCC(=O)C,SdP,0.7865442379984477,n,-0.7021719141922833,delta,-0.5025151254111557,pi_star,0.23985137715945515,SB,0.3920576540990409,fn,-0.5652572023091876,N_mol_cm3,-0.09115535085280171,beta,0.21067604660193728,SP,-0.4028953945363252,SA,-0.5440954063507665,ET30,-0.08897237932756691,alpha,-0.4463403417214005
ester,C1CC(=O)OC1,fn,0.09418055522876694,n,0.04287410693827121,ET30,0.35457834540439,delta,1.0497111568923556,SA,-0.3300607868947335,SdP,1.2638399457641,N_mol_cm3,0.6735856596048259,alpha,-0.5624739952482177,SP,0.5980896463303458,beta,0.17632669117770836,SB,-0.07251498370215832,pi_star,1.0549560572623182
carboxylic_acid,CCCCCCC(=O)O,SA,1.4368633056359215,beta,0.038929269480792845,N_mol_cm3,-0.5688622018893361,pi_star,-0.3159018138197699,SB,-0.3115342393824855,n,-0.2648622930939125,ET30,1.8377010812268733,delta,0.36673159267881056,SP,-0.2283049804316733,alpha,2.2247336893953937,fn,-0.17558943649130568,SdP,-0.8191728035588398
monohydric_alcohol,CCO,N_mol_cm3,1.4977837459425372,fn,-1.021624855969771,SP,-1.0546996071936912,SA,1.231936542326954,SB,0.7994003292725561,n,-1.204268145823742,beta,1.0694099322076596,ET30,1.4080113166427892,alpha,1.4350248454130372,SdP,0.7865442379984477,delta,1.0911038577537826,pi_star,-0.16770096289197642
alkane,CCCCCCCCCCCCCC,SdP,-1.5203850162022057,SP,-0.32141986795415434,n,,delta,,SA,-0.5896346870860926,N_mol_cm3,-1.2331412565495812,SB,-1.2474124517646115,ET30,,beta,,alpha,,fn,,pi_star,
monohydric_alcohol,CCCCCO,N_mol_cm3,-0.1342104747659658,SP,-0.4261741164169442,ET30,1.0199044325023268,n,-0.3944355141600959,SB,1.479426944025036,alpha,1.3885713840023102,delta,0.34603524224809673,fn,-0.29035644998583043,pi_star,-0.6864039411392531,beta,1.4472528418741775,SA,0.8630683683708119,SdP,0.20907535699802862
alkane,C1CCCCC1,ET30,-1.5027903144106818,n,-0.11909241939445803,SdP,-1.5203850162022057,SA,-0.5896346870860926,N_mol_cm3,-0.1178085227990461,SP,-0.4727315601781847,beta,-1.5067917246095073,alpha,-0.5624739952482177,delta,-0.8129603818718579,SB,-1.169983678797745,fn,-0.04759046144094029,pi_star,-2.168412450417186
alkane,C1CCCCCC1,SdP,-1.5203850162022057,delta,,fn,,beta,,SB,-1.2474124517646115,SP,-0.23994434137198342,SA,-0.5896346870860926,n,,N_mol_cm3,-0.3269334103772714,pi_star,,ET30,,alpha,
halohydrocarbon,C(C(F)(Cl)Cl)(F)(F)Cl,alpha,,SdP,-1.0725520064467786,SA,-0.5896346870860926,SB,-1.2878100724429766,fn,,beta,,N_mol_cm3,-0.2900290184517023,SP,-1.4853559619851657,delta,,ET30,,n,,pi_star,
ketone,CC(C)C(=O)C(C)C,alpha,,beta,,SB,,fn,-0.434557826941305,N_mol_cm3,-0.5647617138976062,SA,,ET30,-0.4216354228765348,SdP,,delta,,pi_star,,SP,,n,-0.5564020404928252
ester,CCOC(=O)C1=CC=CC=C1,pi_star,0.57330329174699,delta,,SB,,fn,1.029599225217087,beta,-0.09846815221612285,alpha,-0.5624739952482177,SA,,N_mol_cm3,-0.5852641538562557,n,1.1442464860008301,SP,,ET30,-0.504801183763777,SdP,
misc_N_compound,C1=CC=C(C=C1)[N+](=O)[O-],n,1.8730958544981098,SdP,1.0517085200904768,N_mol_cm3,-0.019396810997528408,SA,-0.3346147149682661,alpha,-0.5624739952482177,SP,1.9482555154063192,delta,0.38742794310952433,ET30,-0.07511141917969304,fn,1.6231472150075972,SB,-0.6077834576904967,pi_star,1.573659035509595,beta,-0.4763110618826406
nitrile,CCCC#N,SA,-0.5896346870860926,SB,-0.1230120095501148,n,-0.815548482625192,beta,-0.13281750764035158,N_mol_cm3,0.3250441803077837,SdP,1.0251920918812738,alpha,-0.5624739952482177,delta,-0.04719541593545917,ET30,0.10508106274266431,pi_star,0.46215265355114493,fn,-0.6676023743431295,SP,-0.4028953945363252
halohydrocarbon,C(Cl)Cl,SdP,0.7452964607841321,n,-0.15148572466100388,N_mol_cm3,1.1922973905586594,fn,-0.07594466477488174,SB,-0.8165044978620499,alpha,-0.2605264960784931,beta,-1.1632981703672185,ET30,-0.1444162199190614,SA,-0.4074775641447879,pi_star,0.8697049936025765,delta,-0.088588116796886,SP,0.435138593166004
ketone,CCCC(=O)C,SdP,0.7865442379984477,n,-0.7021719141922833,delta,-0.5025151254111557,pi_star,0.23985137715945515,SB,0.3920576540990409,fn,-0.5652572023091876,N_mol_cm3,-0.09115535085280171,beta,0.21067604660193728,SP,-0.4028953945363252,SA,-0.5440954063507665,alpha,-0.4463403417214005,ET30,-0.08897237932756691
carboxylic_acid,CC(C)C(=O)O,SP,-0.7520762227456278,n,,pi_star,,ET30,,alpha,,N_mol_cm3,0.19177832057656177,SdP,-0.630611536293397,delta,,SB,-0.46975825370608226,SA,1.7556382707832046,fn,,beta,
polyhydric_alcohol,CC(CCO)O,delta,,pi_star,,n,0.10766071747136291,SP,0.1790726524791812,beta,,ET30,1.5327599579736522,SB,0.6378098465590955,N_mol_cm3,0.2799388123987548,SdP,1.0517085200904768,fn,0.15034888183314712,alpha,,SA,1.3640004564593995
monohydric_alcohol,C1CCCC(CC1)O,N_mol_cm3,-0.29412950644343205,SA,0.2437341503703761,ET30,,beta,,alpha,,SB,1.651116831908088,SP,0.5398928416287951,SdP,0.08827829515610446,n,,fn,,pi_star,,delta,
halohydrocarbon,C1=CC=C(C=C1)Br,alpha,-0.5624739952482177,SP,1.7620257403613573,delta,-0.1506771680890266,pi_star,0.7585543554067318,SdP,-0.05608892509400042,n,2.018865728197568,SA,-0.5896346870860926,fn,1.7395344686926344,N_mol_cm3,-0.0604016909148276,SB,-0.7693739404039572,ET30,-0.7127155859818821,beta,-1.300695592064134
ketone,CCCCC(=O)CCCC,ET30,-0.5879669446510193,beta,,fn,-0.14723523315736423,N_mol_cm3,-0.837444165347645,SB,,delta,,SA,,pi_star,,alpha,,SP,,n,-0.2324689878273667,SdP,
halohydrocarbon,C1=CC=C(C=C1)Br,alpha,-0.5624739952482177,SP,1.7620257403613573,delta,-0.1506771680890266,pi_star,0.7585543554067318,SdP,-0.05608892509400042,n,2.018865728197568,SA,-0.5896346870860926,fn,1.7395344686926344,beta,-1.300695592064134,ET30,-0.7127155859818821,SB,-0.7693739404039572,N_mol_cm3,-0.0604016909148276
halohydrocarbon,C(Cl)(Cl)Cl,delta,-0.3783370228268752,n,0.17244732800445461,fn,0.20651720843752583,SdP,0.28862464162563745,alpha,-0.0979393811409491,SB,-1.1767166155774724,beta,-1.1632981703672185,SA,-0.3756000676300596,N_mol_cm3,0.5239178479066843,SP,0.6912045338528268,pi_star,-0.019500111964183393,ET30,-0.36619158228504034
aromatic,CC1=CC(=CC(=C1)C)C,N_mol_cm3,-0.5340080539596319,SdP,-1.063713197043711,fn,0.9623592573108829,delta,-0.5646041767032963,pi_star,-0.649353728407305,SP,0.5980896463303458,SB,-0.7761068771836848,beta,-1.0602501040945318,n,1.0632632228344672,alpha,-0.5624739952482177,SA,-0.5896346870860926,ET30,-1.2255711114532084
ester,CCOC(=O)C1=CC=CC=C1,pi_star,0.57330329174699,delta,,SB,,fn,1.029599225217087,beta,-0.09846815221612285,alpha,-0.5624739952482177,SA,,N_mol_cm3,-0.5852641538562557,SdP,,SP,,ET30,-0.504801183763777,n,1.1442464860008301
ester,CCOC(=O)CCl,N_mol_cm3,-0.09525583884453181,delta,,SB,,fn,-0.1186109897916707,SA,,alpha,-0.5624739952482177,n,-0.20007568256082084,SP,,pi_star,0.42510244081919657,beta,-0.3045642847614962,SdP,,ET30,-0.3246087018414197
amine,CCN(CC)CC,SdP,-1.2021878776917707,delta,-1.144101988763274,SP,-0.7404368618053176,SB,1.5635886537716301,fn,-0.4202457052584582,n,-0.5402053878595541,ET30,-1.3364587926361975,beta,0.9320125105107439,pi_star,-1.6497094721699097,SA,-0.5896346870860926,alpha,-0.5624739952482177,N_mol_cm3,-0.5401587859472267
monohydric_alcohol,CCCCCCCCCCCO,SB,1.6443838951283605,n,0.10766071747136291,SP,0.05103968213576978,pi_star,,SdP,-0.512760744252495,N_mol_cm3,-1.0301671009589508,SA,0.5807248278117897,fn,0.15034888183314712,ET30,0.8119900302842218,alpha,,beta,,delta,
amine,C(CN)N,fn,0.380963068949205,alpha,-0.2605264960784931,pi_star,-0.427052452015615,ET30,0.03577626200329595,n,0.37490548592036527,N_mol_cm3,1.0528807988398425,SA,,delta,,SB,,SdP,,beta,3.405166101055224,SP,
carboxylic_acid,C(=O)O,pi_star,0.23985137715945515,N_mol_cm3,3.414761882076269,SB,,SP,,SdP,,n,-1.0034296531711586,delta,,SA,,alpha,2.294413881511484,fn,-0.8379976343785303,beta,-0.20151621848880943,ET30,
alkane,CCCCCCCCCC,SB,-1.1935489575267912,n,-0.3620422088935501,ET30,-1.488929354262808,SdP,-1.5203850162022057,alpha,-0.5624739952482177,SP,-0.6356826133425265,fn,-0.2617322066201369,SA,-0.5896346870860926,N_mol_cm3,-0.9666095370871371,delta,-1.0199238861789928,beta,-1.5067917246095073,pi_star,-2.0572618122213413
halohydrocarbon,C1=CC=C(C=C1)C(F)(F)F,SP,-0.3446985898347746,ET30,-0.4493573431722826,alpha,,N_mol_cm3,-0.3515363383276509,fn,-0.20421367985699923,SB,-1.169983678797745,n,-0.2972555983604584,pi_star,,beta,,SA,-0.5258796940566359,delta,-0.7922640314411449,SdP,0.4329918618757423
monohydric_alcohol,C1=CC=C(C=C1)CCO,SdP,0.8160069360086732,ET30,1.0753482730938213,SB,0.3449270966409482,n,1.5928937639424905,delta,0.656480498708799,N_mol_cm3,-0.306430970418622,alpha,0.9240367698950418,pi_star,1.0920062699942668,SP,1.459402355913294,fn,1.3973937484630725,SA,1.1226422685621709,beta,0.5885189562684551
ketone,CCC(=O)C,SA,-0.5896346870860926,pi_star,0.31395180262335187,ET30,-0.06125045903182015,alpha,-0.4231136110160371,SdP,1.0487622502894542,delta,-0.35764067239616143,beta,0.14197733575347943,SP,-0.6356826133425265,N_mol_cm3,0.2696875924194301,SB,0.33482769147135694,fn,-0.7291715015825456,n,-0.8835744236849379
ketone,C1CCC(=O)C1,ET30,-0.3246087018414197,fn,0.10255179621307436,SdP,,pi_star,0.6474037172108867,SB,,n,0.052592098518237484,delta,,beta,0.27937475745039514,SP,,SA,,N_mol_cm3,0.2963407643656744,alpha,-0.5624739952482177
misc_N_compound,CN(C)C(=N)N(C)C,SB,1.9507325186059625,SdP,0.6893173345647037,SA,-0.5896346870860926,fn,0.5537886892703732,N_mol_cm3,-0.3802397542697602,delta,-0.39903337325758825,beta,1.4472528418741775,ET30,-0.33846966198929357,pi_star,0.6474037172108867,alpha,-0.5624739952482177,SP,0.6562864510318964,n,0.5773636438362795
ether,COC1=CC=CC=C1OC,pi_star,,ET30,-0.46321830332015645,n,1.613949412365743,SP,1.4826810777939143,beta,,SdP,0.26505448321745706,delta,,fn,1.414406270463438,alpha,,SB,-0.2711366187041203,SA,-0.5896346870860926,N_mol_cm3,-0.4150939021994644
amide,CN(C)P(=O)(N(C)C)N(C)C,fn,0.40040595123533634,SP,0.23726945718073184,SB,1.321202929701439,SA,-0.5896346870860926,ET30,-0.11669429962331464,alpha,-0.5624739952482177,pi_star,1.0549560572623182,N_mol_cm3,-0.8517958733186998,n,0.3975807996069484,beta,2.0998905949345263,delta,-0.5025151254111557,SdP,1.720511764922595
aromatic,CC1=CC(=C(C(=C1)C)C)C,ET30,,SdP,-0.9222922465946288,fn,,alpha,,pi_star,,SA,-0.5896346870860926,beta,,N_mol_cm3,-0.6570226937115291,delta,,SB,-0.7895727507431398,n,,SP,0.7028438947931369
monohydric_alcohol,C1CCCC(CCC1)O,delta,,n,,SA,0.034253458987875844,beta,,fn,,ET30,,SP,0.6213683682109661,alpha,,SdP,0.061761866946901514,SB,1.678048579026998,N_mol_cm3,-0.4663500020960883,pi_star,
misc_N_compound,CN(C)C(=O)N(C)C,ET30,-0.11669429962331464,N_mol_cm3,-0.31053145841035174,n,0.25828958696080234,SP,0.6330077291512762,pi_star,0.9067552063345249,beta,1.2411567093288043,alpha,-0.5624739952482177,SB,0.6849404040171881,delta,-0.3783370228268752,fn,0.28077821716927837,SA,-0.5896346870860926,SdP,1.0664398690955896
ketone,CC(=O)C(Cl)(Cl)Cl,n,0.052592098518237484,alpha,,pi_star,,fn,0.10255179621307436,SB,,delta,,N_mol_cm3,-0.19571779464191438,SA,,SdP,,ET30,0.576353707770369,SP,,beta,
ester,C1CC(=O)OC1,fn,0.09418055522876694,n,0.04287410693827121,ET30,0.35457834540439,delta,1.0497111568923556,SA,-0.3300607868947335,SdP,1.2638399457641,N_mol_cm3,0.6735856596048259,SP,0.5980896463303458,SB,-0.07251498370215832,beta,0.17632669117770836,pi_star,1.0549560572623182,alpha,-0.5624739952482177
misc_N_compound,C1=CC=C(C=C1)[N+](=O)[O-],n,1.8730958544981098,SdP,1.0517085200904768,N_mol_cm3,-0.019396810997528408,SA,-0.3346147149682661,alpha,-0.5624739952482177,SP,1.9482555154063192,delta,0.38742794310952433,pi_star,1.573659035509595,ET30,-0.07511141917969304,SB,-0.6077834576904967,fn,1.6231472150075972,beta,-0.4763110618826406
ester,CCOC(=O)C1=CC=CC=C1,pi_star,0.57330329174699,delta,,SB,,fn,1.029599225217087,beta,-0.09846815221612285,alpha,-0.5624739952482177,SA,,N_mol_cm3,-0.5852641538562557,ET30,-0.504801183763777,SP,,SdP,,n,1.1442464860008301
amide,C(=O)N,alpha,1.0866238848325858,SdP,1.4435624036264754,n,0.2242766164309294,ET30,1.9485887624098623,fn,0.25134385370833007,SP,1.0520247230024395,beta,0.14197733575347943,delta,3.8437184650386755,SA,1.9104718252833137,N_mol_cm3,3.1256774786593113,SB,-0.02201795785420203,pi_star,1.4254581845818015
alkane,C1CCCC1,n,,SdP,-1.5203850162022057,beta,,ET30,,delta,,SP,-0.7986336665068683,pi_star,,N_mol_cm3,0.144622708671668,SA,-0.5896346870860926,alpha,,fn,,SB,-1.2036483626963825
misc_N_compound,C1=CC=C(C=C1)[N+](=O)[O-],n,1.8730958544981098,SdP,1.0517085200904768,N_mol_cm3,-0.019396810997528408,SA,-0.3346147149682661,alpha,-0.5624739952482177,SP,1.9482555154063192,delta,0.38742794310952433,ET30,-0.07511141917969304,beta,-0.4763110618826406,pi_star,1.573659035509595,fn,1.6231472150075972,SB,-0.6077834576904967
ester,C1CC(=O)OC1,fn,0.09418055522876694,n,0.04287410693827121,ET30,0.35457834540439,delta,1.0497111568923556,SA,-0.3300607868947335,SdP,1.2638399457641,N_mol_cm3,0.6735856596048259,SP,0.5980896463303458,pi_star,1.0549560572623182,SB,-0.07251498370215832,beta,0.17632669117770836,alpha,-0.5624739952482177
misc_N_compound,C1=CC=NC=C1,pi_star,1.0549560572623182,n,1.2414264018004675,beta,0.6915670225411418,SA,-0.43935506065951624,SP,1.377926829331123,alpha,-0.5624739952482177,SB,0.5401822632530462,delta,0.18046443880238947,SdP,0.7217263023759517,fn,1.1098011146473796,ET30,-0.17213814021480914,N_mol_cm3,0.5218676039108194
ether,COC1=CC=CC=C1,SA,-0.2071047289093528,ET30,-0.6434107852425138,SB,-0.4091618226885347,pi_star,0.5362530790150416,n,1.338606317600105,alpha,-0.5624739952482177,SdP,0.0794394857530368,SP,1.1218608886443002,N_mol_cm3,-0.1424114507494256,delta,-0.10928446722759977,fn,1.1897329640459187,beta,-0.4076123510341828
nitrile,C1=CC=C(C=C1)C#N,SB,-0.46975825370608226,beta,-0.23586557391303836,fn,1.3485165027159929,ET30,-0.033528538736072415,delta,0.4081242935402374,SdP,0.9898368542690034,SP,1.4826810777939143,N_mol_cm3,-0.011195835014068572,n,1.5329661491993802,alpha,-0.5624739952482177,pi_star,1.1661066954581634,SA,-0.3756000676300596
ester,CCCCOC(=O)C,SP,-0.5774858086409759,SA,-0.5896346870860926,alpha,-0.5624739952482177,N_mol_cm3,-0.46429975810022345,SB,0.35166003342067575,SdP,0.05586932734485642,delta,-0.6266932279954369,beta,0.038929269480792845,pi_star,-0.4641026647475631,ET30,-0.4493573431722826,n,-0.6357656383958645,fn,-0.5055783552920347
ketone,CC(C)CC(=O)C,SB,,delta,,n,-0.6211886510259169,beta,,SA,,alpha,,ET30,-0.3246087018414197,SP,,pi_star,,N_mol_cm3,-0.3802397542697602,fn,-6.319162182864363,SdP,
amine,C1=CC=C(C=C1)N,SdP,1.296248913575348,ET30,0.35457834540439,beta,0.21067604660193728,SA,0.011483818620212749,pi_star,0.5362530790150416,SP,2.3323544264365537,delta,0.6978731995702265,n,2.4723720019292097,fn,2.0962573506367947,N_mol_cm3,0.226632468506266,SB,-0.5269882163337662,alpha,0.041421003091231465
ester,CCCOC=O,SB,0.4324552747774061,pi_star,,SA,-0.5896346870860926,N_mol_cm3,0.09951734076263906,SdP,0.34460376784506586,delta,,ET30,,SP,-0.6589613352231467,alpha,,fn,,beta,,n,
amine,C1=CC=C(C=C1)N,SdP,1.296248913575348,ET30,0.35457834540439,beta,0.21067604660193728,SA,0.011483818620212749,pi_star,0.5362530790150416,SP,2.3323544264365537,delta,0.6978731995702265,SB,-0.5269882163337662,alpha,0.041421003091231465,fn,2.0962573506367947,n,2.4723720019292097,N_mol_cm3,0.226632468506266
alkane,CCCCCCCCCCCCCCCC,pi_star,,alpha,,SdP,-1.5203850162022057,beta,,SB,-1.126219589729516,n,,ET30,,N_mol_cm3,-1.3213017483717742,SP,-0.2283049804316733,SA,-0.5896346870860926,fn,,delta,
monohydric_alcohol,CCC(C)O,ET30,0.7426852295448534,delta,0.38742794310952433,SP,-0.7869943055665581,SdP,0.5596814633197116,SA,0.41678341716461553,SB,1.5736880589412214,beta,1.2411567093288043,alpha,1.0401704234218587,n,-0.5758380236527542,N_mol_cm3,0.22253198051453627,pi_star,-0.6864039411392531,fn,-0.4521104290051732
halohydrocarbon,C1=CC=C(C=C1)F,N_mol_cm3,0.1794768566013722,beta,-1.2663462366399052,SP,0.435138593166004,n,0.5125770333031878,fn,0.4987005227929998,ET30,-0.6572717453903877,SdP,-0.014841147879684746,delta,-0.46112242454972885,SB,-1.0353249432031946,alpha,-0.5624739952482177,SA,-0.5896346870860926,pi_star,0.12870073896361006
misc_N_compound,CC[N+](=O)[O-],n,-0.6697786089257375,SP,-0.20502625855105303,SB,-0.6279822680296792,SA,-0.5896346870860926,SdP,1.1371503443201307,alpha,,fn,-0.5360928788799906,N_mol_cm3,0.8499066432492122,delta,0.5323023961245186,ET30,0.2575516243692749,pi_star,,beta,
polyhydric_alcohol,CC(CCO)O,delta,,pi_star,,n,0.10766071747136291,SP,0.1790726524791812,beta,,ET30,1.5327599579736522,SB,0.6378098465590955,N_mol_cm3,0.2799388123987548,alpha,,SA,1.3640004564593995,SdP,1.0517085200904768,fn,0.15034888183314712
misc_N_compound,CC[N+](=O)[O-],n,-0.6697786089257375,SP,-0.20502625855105303,SB,-0.6279822680296792,SA,-0.5896346870860926,SdP,1.1371503443201307,alpha,,fn,-0.5360928788799906,ET30,0.2575516243692749,beta,,N_mol_cm3,0.8499066432492122,delta,0.5323023961245186,pi_star,
amine,CCCCN,delta,-0.5025151254111557,ET30,-0.5741059845031454,N_mol_cm3,0.056462216849475,SB,1.7622102887735918,pi_star,-1.019855855726788,SA,-0.5896346870860926,SP,-0.3912560335960151,SdP,-0.6482891550995322,fn,-0.3754190599876555,n,-0.4899957646964064,alpha,-0.5624739952482177,beta,0.9663618659349729
monohydric_alcohol,CCCCCCCCO,SP,-0.12355073196888214,SdP,-0.18277852653796986,alpha,1.2259842690647664,fn,-0.004924136424152827,SA,0.7719898069001595,SB,1.691514452586453,beta,1.2755060647530332,ET30,0.8812948310235902,N_mol_cm3,-0.7123792815998828,pi_star,-0.6864039411392531,n,-0.07050246149463746,delta,0.035589985787394474
aromatic,CCCC1=CC=CC=C1,SA,-0.5896346870860926,delta,,n,0.9336900017682839,ET30,,SP,0.5049747588078648,alpha,,fn,0.854343244610153,N_mol_cm3,-0.5504100059265515,SB,-0.9309644231174179,pi_star,,beta,,SdP,-0.9046146277884938
amide,CCN(CC)C(=O)C,fn,0.15034888183314712,N_mol_cm3,-0.3986919502325447,pi_star,0.9438054190664732,SdP,1.1842906611364916,SB,0.8061332660522836,ET30,-0.04738949888394628,delta,-0.12998081765831282,beta,1.1724579984803463,n,0.10766071747136291,SP,0.2838269009419723,alpha,-0.5624739952482177,SA,-0.5896346870860926
ether,C1=CC=C(C=C1)COCC2=CC=CC=C2,ET30,-0.7542984664255038,alpha,-0.5624739952482177,SdP,-0.02073368748172984,delta,,SB,-0.30480130260275795,pi_star,0.7956045681386802,fn,1.79084207472548,SP,1.7853044622419776,beta,-0.09846815221612285,N_mol_cm3,-0.9420066091367576,SA,-0.5896346870860926,n,2.08365233873066
amide,CC(=O)N(C)C,beta,1.1037592876318885,SdP,1.3875832774070471,SP,0.45841731504662425,delta,0.38742794310952433,ET30,0.1605249033341588,SA,-0.46212470102717934,SB,0.772468582153646,alpha,-0.5624739952482177,N_mol_cm3,0.19382856457242664,pi_star,1.0920062699942668,fn,0.12226471853095777,n,0.07526741220481706
nitrile,CCC#N,SB,-0.18697490895752636,pi_star,0.46215265355114493,beta,-0.1671668630645805,SP,-0.6473219742828366,fn,-0.9176594437453187,alpha,-0.5624739952482177,SdP,1.0959025671058151,SA,-0.45301684488011407,N_mol_cm3,0.8847607911789164,ET30,0.2575516243692749,delta,0.2218571396638163,n,-1.0908915773908299
alkane,C1CCCCCC1,SdP,-1.5203850162022057,delta,,fn,,beta,,SB,-1.2474124517646115,SP,-0.23994434137198342,SA,-0.5896346870860926,alpha,,ET30,,n,,pi_star,,N_mol_cm3,-0.3269334103772714
monohydric_alcohol,C1CCC(C1)O,SA,0.5852787558853223,beta,,ET30,0.7288242693969795,pi_star,,SP,0.19071201341949132,SdP,0.4624545598859678,n,0.3036402143339651,SB,1.3986317026683057,fn,0.319663981741541,delta,,alpha,,N_mol_cm3,0.24303442047318566
nitrile,C1=CC=C(C=C1)C#N,SB,-0.46975825370608226,beta,-0.23586557391303836,fn,1.3485165027159929,ET30,-0.033528538736072415,delta,0.4081242935402374,SdP,0.9898368542690034,SP,1.4826810777939143,n,1.5329661491993802,pi_star,1.1661066954581634,SA,-0.3756000676300596,N_mol_cm3,-0.011195835014068572,alpha,-0.5624739952482177
aromatic,CC1=CC=CC=C1C,N_mol_cm3,-0.3187324343938116,fn,0.9893632604860654,SP,0.7843194213753079,delta,-0.4818187749804427,pi_star,,n,1.0956565281010096,SB,-0.887200334049189,SA,-0.5896346870860926,alpha,,beta,,SdP,-0.7366772491302085,ET30,
monohydric_alcohol,CCCCCCC(C)O,SB,1.8261731881810037,fn,,N_mol_cm3,-0.7267309895709375,SdP,-0.05903519489502297,delta,,beta,,ET30,,alpha,,pi_star,,SA,-0.1888890166152224,SP,-0.32141986795415434,n,
ketone,CCCCCC(=O)C,N_mol_cm3,-0.5463095179348216,SA,,alpha,-0.4463403417214005,SB,,delta,,n,-0.5288677310162606,ET30,-0.08897237932756691,SP,,pi_star,0.0916505262316617,fn,-0.40998418405188913,SdP,,beta,0.14197733575347943
aromatic,C1=CC=CC=C1,beta,-1.1632981703672185,n,1.0956565281010096,ET30,-1.0315176693829773,alpha,-0.5624739952482177,SB,-0.9982937909146931,pi_star,0.017550100767764972,SdP,-0.7248921699261183,delta,-0.39903337325758825,SA,-0.5896346870860926,fn,0.9893632604860654,N_mol_cm3,0.2922402763739447,SP,0.807598143255928
ketone,CC(C)CC(=O)CC(C)C,SB,,N_mol_cm3,-0.8517958733186998,fn,-0.24715004490553877,delta,,SdP,,ET30,-0.5186621439116509,pi_star,,beta,,SA,,n,-0.34584555626027896,SP,,alpha,
ketone,C1CCC(=O)C1,ET30,-0.3246087018414197,fn,0.10255179621307436,SdP,,pi_star,0.6474037172108867,SB,,n,0.052592098518237484,delta,,beta,0.27937475745039514,alpha,-0.5624739952482177,SA,,N_mol_cm3,0.2963407643656744,SP,
monohydric_alcohol,CCCCCCCO,beta,,N_mol_cm3,-0.570912445885201,fn,-0.07594466477488174,SdP,-0.05019638549195533,SB,1.6544833002979518,SP,-0.20502625855105303,ET30,0.9367386716150846,n,-0.15148572466100388,pi_star,,SA,0.7856515911207573,alpha,,delta,
aromatic,c1ccc2c(c1)CCCC2,SP,1.3313693855698825,fn,1.5191818027831456,N_mol_cm3,-0.5135056140009823,ET30,,delta,-0.23346256981188024,SB,-0.8097715610823224,n,1.7435226334319265,beta,,alpha,,SA,-0.5896346870860926,SdP,-0.9841639124161023,pi_star,
monohydric_alcohol,C1CCCC(CCC1)O,delta,,n,,SA,0.034253458987875844,beta,,fn,,ET30,,SP,0.6213683682109661,alpha,,N_mol_cm3,-0.4663500020960883,pi_star,,SdP,0.061761866946901514,SB,1.678048579026998
ketone,CCCC(=O)CCC,delta,,SP,,alpha,,n,-0.4268288194266418,SA,,N_mol_cm3,-0.5463095179348216,beta,,SdP,,fn,-0.3192507333832761,pi_star,,ET30,-0.39391350258078806,SB,
monohydric_alcohol,CCCC(C)O,beta,,N_mol_cm3,-0.1342104747659658,delta,,n,-0.4543631289032063,SdP,0.4388844014777874,pi_star,,SB,1.6679491738574068,SA,0.339366639914561,ET30,0.6595194686576112,SP,-0.6589613352231467,alpha,,fn,-0.34355433624093984
amide,CN(C)C=O,SdP,1.3581205793968216,beta,0.863313799662286,n,-0.038109156228091606,alpha,-0.5624739952482177,fn,0.023430066909790114,SB,0.6479092517286867,N_mol_cm3,0.6469324876585815,delta,0.6771768491395128,SA,-0.44846291680658146,ET30,0.2021077837777804,pi_star,1.0920062699942668,SP,0.41185987128538376
